Fecha_Atencion,Adulto_NNA_NNAnA,Sexo,Fecha_Nacimiento,Edad,Pais_Origen,Departamento_Estado,Estado_Civil,Tipo_Poblacion,Hijos,Leer_Escribir,Grado_Estudio,Idiomas_Domina,Fecha_Salida_Pais_Origen,Viajo_Con_Alguien,Abuso_Derechos_Humanos_Antes_Mexico,Abuso_Derechos_Humanos_Al_Llegar_Mexico,Pago_Guia_Viajar,Fecha_Ingreso_Mexico,Ingreso_Mexico_Por,Destino_Final,Red_Apoyo_Mexico,Intento_Ingreso_EUA,Red_Apoyo_EUA,Estuvo_Estacion_Migratoria,Puso_Denuncia_Formal,Puede_Regresar_Pais,Tiene_Enfermedad,Padece_Alergia,Estuvo_Otro_Albergue_Mexico,Albergue_Casa_Monarca,Servicios_Brindados,Hospedado_Actualmente
2023-07-25,Niña no acompañada,Hombre,2009-08-07,13,Ghana,Estado5,Soltero/Soltera,Tránsito,No,No,Licenciatura,Criollo Haitiano,2015-08-09,Si,Si,No,Si,2015-10-16,Reynosa,Regresar a mi país de origen,No,No,Si,No,No,No,No,No,No,Si,Orientación en búsqueda de empleo,No
2020-10-28,Niño acompañado,Hombre,1981-03-16,35,Guatemala,Estado1,Viuda/Viudo,MPP,Si,No,Preescolar,Español,2016-12-05,Si,No,Si,No,2018-05-20,Chetumal,México,Si,Si,Si,No,Si,No,Si,Si,Si,No,Ropa y calzado,No
2020-08-11,Niño acompañado,Hombre,1979-08-19,34,Benín,Estado1,Viuda/Viudo,Retornados,No,Si,Primaria,Inglés,2020-04-09,Si,No,Si,Si,2015-07-30,Matamoros,México,No,No,Si,Si,No,No,Si,No,Si,No,Orientación a servicios prisológicos,No
2022-04-10,Niña acompañada,Mujer,1970-07-18,39,Afganistán,Estado5,Union Libre,Tránsito,No,Si,Preparatoria,Portuges,2016-10-02,Si,No,Si,No,2020-10-06,Tenosoique,Regresar a mi país de origen,No,No,No,No,Si,Si,No,No,No,No,Alimento,No
2022-05-01,Adolescente no acompañado,Mujer,2001-08-02,20,Grecia,Estado1,Separado/Separada,Tránsito,No,No,Preparatoria,Portuges,2019-06-27,Si,Si,No,No,2015-04-10,Tapachula,México,No,Si,No,No,No,Si,Si,No,Si,No,Orientación a servicios prisológicos,No
2022-08-29,Adolescente acompañado,Mujer,1999-07-29,16,Islas Marshall,Estado4,Casado/Casada,MPP,No,Si,Primaria,Inglés,2016-08-08,No,Si,Si,Si,2018-06-25,Tapachula,México,Si,No,Si,Si,Si,No,No,Si,No,No,Orientación legal,No
2020-04-01,Adulto,Hombre,1985-10-02,40,Filipinas,Estado5,Casado/Casada,Refugiados,Si,No,Preparatoria,Portuges,2016-12-05,No,Si,No,No,2016-06-07,Palenque,México,No,Si,No,Si,No,No,No,Si,No,No,Orientación en búsqueda de empleo,No
2020-10-25,Niña acompañada,Hombre,1998-05-14,53,Gabón,Estado1,Union Libre,Tránsito,No,No,Preparatoria,Criollo Haitiano,2015-11-11,Si,Si,No,Si,2023-07-18,Tenosoique,Regresar a mi país de origen,No,Si,No,No,Si,Si,No,Si,No,No,Orientación en la búsqueda de vivienda,No
2023-08-18,Niña acompañada,Mujer,1994-04-23,19,Andorra,Estado2,Viuda/Viudo,Tránsito,No,Si,Bachillerato Técnico,Garífona,2016-04-18,No,Si,No,No,2021-07-21,Tapachula,Estados Unidos,Si,No,Si,No,No,Si,No,No,No,Si,Asesoría legal,No
2023-04-15,Adolescente acompañado,Mujer,1971-04-23,48,Eslovenia,Estado5,Divorciada / Divorciado,Refugiados,No,Si,Bachillerato Técnico,Frances,2015-01-21,No,Si,Si,No,2018-01-29,Reynosa,Regresar a mi país de origen,Si,No,Si,No,Si,No,No,Si,No,Si,Alimento,No
2023-07-15,Adulto,Hombre,1998-05-07,22,Botsuana,Estado5,Separado/Separada,MPP,Si,Si,Primaria,Criollo Haitiano,2015-03-30,Si,No,No,No,2020-01-19,Palenque,Regresar a mi país de origen,No,Si,Si,No,No,No,Si,Si,No,No,Asesoría legal,No
2021-03-26,Niña no acompañada,Hombre,1983-08-10,40,Costa Rica,Estado4,Union Libre,Tránsito,Si,Si,Sin escolarizar,Garífona,2018-02-02,Si,Si,No,No,2015-12-20,Veracruz,México,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Ropa y calzado,No
2021-05-26,Niño no acompañado,Hombre,1985-08-11,16,Chile,Estado3,Separado/Separada,Refugiados,No,No,Preescolar,Garífona,2023-09-04,No,No,Si,No,2020-04-08,Reynosa,México,Si,No,Si,No,Si,No,No,No,Si,Si,Orientación en búsqueda de empleo,No
2021-07-20,Adolescente no acompañado,Hombre,1983-07-28,58,Bahréin,Estado3,Viuda/Viudo,Tránsito,No,Si,Licenciatura,Portuges,2021-09-22,Si,No,Si,No,2020-11-02,Matamoros,Estados Unidos,Si,No,No,No,No,Si,Si,No,Si,No,Agua y alimento,No
2022-05-20,Niño no acompañado,Mujer,2002-05-01,51,Filipinas,Estado4,Viuda/Viudo,Retornados,No,Si,Licenciatura,Español,2020-02-17,No,No,No,Si,2016-09-28,Tenosoique,Estados Unidos,No,No,No,No,Si,No,No,No,No,Si,Acceso a higiene (Regadera),No
2020-04-20,Niña no acompañada,Hombre,2008-08-27,51,Bielorrusia,Estado4,Divorciada / Divorciado,Desplazados Internos,No,No,Sin escolarizar,Español,2021-04-06,No,No,No,Si,2017-12-09,Matamoros,Estados Unidos,Si,Si,No,No,Si,Si,Si,No,No,No,Ropa y calzado,No
2020-10-30,Niña acompañada,Mujer,1973-03-24,45,Laos,Estado4,Divorciada / Divorciado,Retornados,No,No,Preparatoria,Portuges,2023-01-18,No,No,Si,No,2021-03-09,Chiapas,Estados Unidos,No,No,No,Si,Si,No,No,No,No,Si,Alimento,No
2022-09-23,Adulto,Mujer,1984-02-01,29,Eslovaquia,Estado3,Casado/Casada,Tránsito,No,No,Preescolar,Portuges,2016-05-01,Si,Si,No,Si,2021-06-18,Chiapas,Regresar a mi país de origen,Si,Si,Si,No,Si,No,Si,Si,Si,No,Ropa y calzado,Si
2020-08-18,Niña acompañada,Mujer,1982-08-31,13,Egipto,Estado4,Separado/Separada,MPP,Si,No,Primaria,Inglés,2023-09-12,No,Si,No,No,2023-03-29,Tenosoique,Estados Unidos,Si,No,No,Si,No,No,No,Si,Si,Si,Acceso a higiene (Regadera),No
2023-05-07,Niño acompañado,Hombre,1989-12-02,16,Costa de Marfil,Estado1,Separado/Separada,Desplazados Internos,No,Si,Sin escolarizar,Inglés,2021-07-25,Si,Si,No,Si,2017-05-27,Veracruz,Regresar a mi país de origen,No,Si,Si,Si,Si,Si,No,No,No,No,Asesoría legal,No
2020-07-06,Niña acompañada,Hombre,1969-10-27,10,Bahamas,Estado5,Viuda/Viudo,Retornados,No,Si,Primaria,Frances,2016-07-12,Si,Si,No,Si,2020-03-23,Palenque,México,Si,Si,No,Si,Si,No,No,No,No,Si,Agua y alimento,No
2022-03-25,Niña acompañada,Hombre,1989-03-13,53,Lesoto,Estado5,Casado/Casada,Refugiados,No,No,Bachillerato Técnico,Frances,2018-12-22,Si,No,Si,No,2015-12-23,Chetumal,Estados Unidos,Si,No,Si,Si,No,Si,No,Si,No,Si,Orientación a servicios prisológicos,No
2021-11-13,Niña no acompañada,Hombre,1963-11-02,54,Guinea-Bisáu,Estado2,Union Libre,MPP,No,No,Preparatoria,Frances,2015-05-23,Si,No,No,Si,2019-09-12,Tapachula,México,Si,Si,Si,Si,Si,Si,No,No,No,Si,Kit de higiene,No
2023-01-17,Niña no acompañada,Mujer,2000-08-22,51,Barbados,Estado2,Separado/Separada,Retornados,No,Si,Secundaria,Frances,2021-02-23,Si,No,Si,No,2019-10-20,Chetumal,México,Si,Si,Si,No,No,Si,Si,No,No,No,Agua y alimento,Si
2023-03-24,Niña no acompañada,Hombre,1980-11-26,56,China,Estado5,Casado/Casada,Refugiados,No,Si,Primaria,Garífona,2017-01-23,No,Si,No,Si,2016-06-28,Chiapas,Regresar a mi país de origen,No,Si,No,Si,Si,Si,Si,No,Si,No,Orientación a servicios prisológicos,No
2020-11-10,Niño no acompañado,Hombre,1964-04-10,22,Argentina,Estado1,Casado/Casada,Tránsito,Si,Si,Sin escolarizar,Garífona,2023-01-19,Si,Si,Si,No,2023-06-22,Chiapas,Estados Unidos,No,Si,No,Si,No,No,No,No,No,Si,Atención psicosocial,No
2021-03-06,Niño acompañado,Mujer,1968-05-22,31,Laos,Estado3,Viuda/Viudo,Refugiados,Si,Si,Preparatoria,Inglés,2020-05-20,Si,Si,No,Si,2021-08-08,Veracruz,Regresar a mi país de origen,No,Si,No,Si,Si,No,Si,No,No,Si,Orientación en el acceso a la educación,No
2021-08-15,Niña no acompañada,Hombre,1967-08-09,30,Guinea Ecuatorial,Estado3,Casado/Casada,Retornados,Si,Si,Preescolar,Español,2019-04-27,Si,Si,Si,No,2015-11-03,Chetumal,México,No,No,Si,No,No,No,No,Si,No,No,Orientación para acceder a servicios de salud,No
2023-11-11,Adulto,Mujer,1997-05-08,31,Honduras,Estado1,Divorciada / Divorciado,Retornados,Si,No,Sin escolarizar,Portuges,2020-05-16,Si,No,No,Si,2019-04-13,Chetumal,Estados Unidos,No,No,No,Si,No,Si,No,Si,No,Si,Orientación a servicios prisológicos,No
2020-11-26,Niño no acompañado,Mujer,1963-01-24,37,Indonesia,Estado3,Divorciada / Divorciado,Tránsito,Si,No,Bachillerato Técnico,Español,2015-05-08,Si,No,Si,No,2015-09-05,Palenque,México,No,Si,No,No,No,No,No,No,Si,Si,Agua y alimento,No
2020-03-18,Adolescente acompañado,Mujer,1985-11-07,18,Kiribati,Estado4,Soltero/Soltera,Refugiados,Si,No,Licenciatura,Criollo Haitiano,2020-09-03,No,Si,No,Si,2023-07-09,Veracruz,México,No,No,No,Si,Si,Si,Si,No,No,No,Ropa y calzado,No
2023-05-05,Adulto,Mujer,1994-01-22,35,Antigua y Barbuda,Estado5,Viuda/Viudo,Refugiados,No,No,Preescolar,Garífona,2017-09-08,Si,Si,No,No,2022-08-29,Veracruz,Estados Unidos,Si,Si,Si,Si,No,Si,No,Si,No,No,Alimento,Si
2022-11-25,Adolescente no acompañado,Mujer,1982-07-18,18,Jamaica,Estado5,Union Libre,Tránsito,No,Si,Primaria,Frances,2018-12-30,Si,No,Si,Si,2016-07-19,Tenosoique,Estados Unidos,No,Si,No,No,Si,Si,Si,No,No,Si,Kit de higiene,No
2020-12-06,Adolescente no acompañado,Mujer,1969-08-14,24,Bolivia,Estado1,Soltero/Soltera,Refugiados,No,No,Primaria,Frances,2016-08-04,No,No,Si,No,2017-08-22,Matamoros,Estados Unidos,No,No,No,No,No,No,No,Si,Si,No,Agua y alimento,No
2021-03-06,Adulto,Mujer,2007-02-02,19,España,Estado3,Divorciada / Divorciado,Tránsito,No,Si,Preescolar,Criollo Haitiano,2015-06-13,Si,No,Si,Si,2021-10-26,Veracruz,Regresar a mi país de origen,No,Si,Si,No,No,Si,No,No,No,Si,Orientación para acceder a servicios de salud,No
2023-11-02,Niña no acompañada,Mujer,1964-12-26,33,Jamaica,Estado2,Soltero/Soltera,MPP,No,Si,Primaria,Español,2016-11-26,No,No,Si,No,2016-12-05,Veracruz,Regresar a mi país de origen,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Orientación a servicios prisológicos,No
2023-09-25,Adolescente acompañado,Hombre,1960-04-20,51,Kuwait,Estado2,Viuda/Viudo,Retornados,No,Si,Sin escolarizar,Frances,2015-06-03,No,Si,Si,No,2019-12-15,Reynosa,México,No,Si,Si,No,Si,No,No,Si,No,No,Orientación legal,No
2021-06-03,Adolescente acompañado,Hombre,1996-01-29,17,Costa de Marfil,Estado3,Viuda/Viudo,MPP,Si,Si,Preparatoria,Español,2017-11-28,No,No,No,No,2021-01-13,Tabasco,Estados Unidos,No,No,Si,No,Si,No,Si,No,No,Si,Orientación para acceder a servicios de salud,No
2022-12-07,Niño no acompañado,Hombre,2006-09-20,33,Chile,Estado2,Casado/Casada,Desplazados Internos,No,Si,Primaria,Portuges,2020-06-08,No,No,Si,No,2018-08-09,Chetumal,México,No,No,Si,No,No,Si,No,No,No,No,Orientación en búsqueda de empleo,No
2023-05-21,Adolescente acompañado,Hombre,1961-03-09,25,Bahamas,Estado1,Separado/Separada,Desplazados Internos,Si,Si,Bachillerato Técnico,Criollo Haitiano,2023-04-06,Si,No,Si,Si,2021-11-23,Tapachula,México,Si,Si,Si,No,No,No,No,Si,No,No,Canalización a servicios pricológicos,No
2021-01-28,Adolescente no acompañado,Mujer,2005-06-16,58,Lesoto,Estado1,Casado/Casada,Desplazados Internos,Si,Si,Preparatoria,Español,2016-10-21,Si,No,No,Si,2015-07-19,Chetumal,México,No,Si,No,No,No,Si,No,No,No,Si,Canalización a servicios pricológicos,No
2023-05-08,Niño acompañado,Hombre,1996-11-24,35,Grecia,Estado3,Viuda/Viudo,Tránsito,No,No,Sin escolarizar,Portuges,2023-10-19,No,Si,Si,Si,2023-06-02,Tenosoique,México,Si,Si,No,Si,No,Si,Si,Si,No,No,Orientación para acceder a servicios de salud,No
2023-06-17,Niña no acompañada,Mujer,1999-02-07,36,Etiopía,Estado2,Divorciada / Divorciado,Refugiados,No,Si,Secundaria,Español,2015-06-12,No,Si,Si,No,2018-07-31,Tenosoique,México,Si,Si,Si,No,No,Si,No,No,No,Si,Canalización a servicios pricológicos,No
2021-12-29,Adolescente acompañado,Hombre,1966-03-25,46,Canadá,Estado1,Union Libre,MPP,No,No,Primaria,Español,2015-04-30,Si,Si,Si,No,2023-03-11,Tenosoique,Estados Unidos,Si,Si,No,Si,No,Si,Si,No,No,No,Orientación legal,No
2021-02-01,Niño no acompañado,Hombre,1995-11-06,13,Belice,Estado1,Divorciada / Divorciado,MPP,No,No,Primaria,Frances,2017-06-29,No,Si,No,No,2023-05-10,Matamoros,Regresar a mi país de origen,Si,No,Si,No,No,No,No,No,No,Si,Orientación para acceder a servicios de salud,No
2021-02-17,Adolescente no acompañado,Hombre,1996-01-04,59,Burundi,Estado4,Casado/Casada,MPP,No,Si,Bachillerato Técnico,Inglés,2023-07-01,No,Si,Si,No,2023-11-27,Tapachula,Estados Unidos,No,No,No,No,No,No,No,Si,Si,No,Ropa y calzado,No
2023-10-22,Niño acompañado,Mujer,1982-02-14,33,Haití,Estado4,Union Libre,MPP,No,Si,Sin escolarizar,Garífona,2016-07-29,No,Si,No,No,2022-05-03,Palenque,Estados Unidos,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Orientación en la búsqueda de vivienda,No
2021-10-19,Niña acompañada,Hombre,1974-06-28,28,Irán,Estado1,Viuda/Viudo,Desplazados Internos,No,No,Bachillerato Técnico,Español,2018-11-29,Si,No,No,Si,2016-10-09,Matamoros,Estados Unidos,Si,No,Si,Si,No,No,No,No,Si,Si,Kit de higiene,No
2023-04-23,Niña acompañada,Mujer,1994-05-27,45,Botsuana,Estado3,Divorciada / Divorciado,MPP,Si,No,Licenciatura,Español,2015-03-07,No,No,Si,Si,2016-12-03,Tenosoique,Regresar a mi país de origen,No,Si,No,Si,Si,Si,No,Si,Si,No,Acceso a higiene (Regadera),No
2023-11-12,Niño acompañado,Mujer,1981-05-06,48,Chipre,Estado5,Viuda/Viudo,Refugiados,No,No,Sin escolarizar,Español,2020-11-30,Si,No,No,Si,2019-02-07,Matamoros,Regresar a mi país de origen,Si,Si,No,Si,No,Si,Si,No,No,Si,Orientación en el acceso a la educación,No
2022-11-30,Adolescente no acompañado,Hombre,1991-05-31,19,Islas Salomón,Estado5,Union Libre,Desplazados Internos,No,No,Preescolar,Inglés,2018-01-25,Si,No,Si,No,2018-06-29,Palenque,Regresar a mi país de origen,Si,No,No,No,Si,Si,Si,Si,No,Si,Orientación en el acceso a la educación,Si
2023-05-05,Niño no acompañado,Hombre,1995-09-25,34,Bahamas,Estado1,Union Libre,MPP,Si,Si,Preescolar,Portuges,2016-03-10,Si,Si,Si,No,2018-06-12,Tabasco,Estados Unidos,Si,No,No,Si,Si,Si,Si,No,Si,Si,Orientación a servicios prisológicos,No
2022-07-21,Niño acompañado,Hombre,1997-06-27,27,Brasil,Estado1,Divorciada / Divorciado,Tránsito,No,Si,Preescolar,Criollo Haitiano,2022-08-13,No,No,Si,No,2023-01-15,Tapachula,Regresar a mi país de origen,Si,Si,No,No,No,No,No,Si,Si,Si,Asesoría legal,No
2023-05-26,Niña no acompañada,Mujer,1992-09-20,28,Islas Marshall,Estado1,Viuda/Viudo,Retornados,No,Si,Bachillerato Técnico,Frances,2016-02-05,No,Si,Si,No,2021-08-17,Matamoros,México,Si,No,No,No,Si,No,Si,Si,Si,Si,Orientación para acceder a servicios de salud,No
2021-05-09,Niña no acompañada,Hombre,1968-08-17,45,Birmania (Myanmar),Estado3,Soltero/Soltera,Retornados,Si,No,Preescolar,Inglés,2015-09-02,Si,No,Si,No,2019-08-24,Tapachula,Regresar a mi país de origen,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Canalización a servicios pricológicos,Si
2020-03-31,Niña acompañada,Mujer,1980-12-08,19,Croacia,Estado4,Viuda/Viudo,Retornados,No,Si,Sin escolarizar,Portuges,2023-12-08,Si,No,No,No,2019-08-26,Palenque,Estados Unidos,No,Si,No,Si,No,Si,No,Si,No,No,Orientación legal,No
2022-01-04,Adolescente acompañado,Mujer,1971-07-01,42,Irak,Estado1,Union Libre,Desplazados Internos,No,No,Preescolar,Español,2022-05-05,Si,No,No,No,2023-02-01,Tabasco,Estados Unidos,No,Si,Si,Si,No,Si,Si,Si,Si,No,Agua y alimento,No
2023-03-06,Niño no acompañado,Hombre,1981-08-10,59,Dominica,Estado1,Viuda/Viudo,MPP,No,Si,Secundaria,Portuges,2020-11-18,No,Si,No,Si,2015-05-29,Tapachula,México,No,No,No,Si,No,Si,Si,Si,No,No,Ropa y calzado,Si
2020-03-03,Niña acompañada,Hombre,1974-07-29,14,Alemania,Estado2,Casado/Casada,Desplazados Internos,No,No,Preescolar,Inglés,2018-12-30,No,No,No,Si,2019-07-23,Tenosoique,Regresar a mi país de origen,No,No,No,No,Si,No,No,No,No,No,Acceso a higiene (Regadera),No
2020-07-26,Adolescente acompañado,Mujer,1962-03-07,56,Colombia,Estado3,Soltero/Soltera,Refugiados,No,Si,Primaria,Inglés,2023-01-18,Si,Si,Si,No,2017-05-19,Tapachula,Regresar a mi país de origen,Si,No,Si,Si,No,Si,Si,No,No,Si,Atención psicosocial,No
2023-12-15,Adolescente acompañado,Mujer,1969-05-17,58,Belice,Estado1,Separado/Separada,Tránsito,No,Si,Licenciatura,Inglés,2017-02-15,Si,Si,Si,No,2017-08-25,Veracruz,México,Si,No,Si,Si,Si,No,No,Si,Si,Si,Alimento,No
2021-02-25,Niña no acompañada,Mujer,1967-10-04,44,Guatemala,Estado2,Casado/Casada,Tránsito,Si,No,Bachillerato Técnico,Criollo Haitiano,2023-03-12,No,No,No,No,2019-11-02,Tenosoique,Estados Unidos,Si,No,Si,No,No,No,Si,No,Si,No,Asesoría legal,No
2021-08-28,Adolescente no acompañado,Hombre,1969-02-04,53,Bulgaria,Estado5,Separado/Separada,Retornados,No,No,Preparatoria,Garífona,2022-01-16,Si,Si,Si,Si,2022-01-22,Tapachula,Estados Unidos,No,Si,Si,Si,No,Si,Si,Si,No,Si,Orientación en búsqueda de empleo,No
2020-11-08,Adulto,Mujer,1973-07-03,43,Irán,Estado1,Divorciada / Divorciado,Retornados,No,No,Licenciatura,Frances,2022-09-27,No,Si,No,Si,2017-12-03,Reynosa,Regresar a mi país de origen,No,No,No,No,Si,Si,No,No,Si,No,Orientación en búsqueda de empleo,No
2023-08-28,Adolescente no acompañado,Hombre,1984-03-22,42,Corea del Sur,Estado1,Separado/Separada,Retornados,Si,No,Secundaria,Criollo Haitiano,2016-12-06,No,No,No,No,2018-01-10,Reynosa,Regresar a mi país de origen,Si,Si,No,Si,Si,No,Si,No,Si,Si,Orientación en la búsqueda de vivienda,No
2022-02-11,Adulto,Mujer,1989-05-05,30,Granada,Estado2,Viuda/Viudo,MPP,Si,No,Bachillerato Técnico,Criollo Haitiano,2016-04-21,Si,No,No,Si,2021-05-08,Tenosoique,Regresar a mi país de origen,Si,Si,Si,Si,Si,No,No,No,No,Si,Atención psicosocial,No
2020-09-12,Niño acompañado,Mujer,1980-09-21,26,Haití,Estado3,Separado/Separada,Refugiados,No,Si,Sin escolarizar,Garífona,2016-06-02,Si,No,No,Si,2021-01-23,Tapachula,Regresar a mi país de origen,No,Si,Si,Si,No,Si,Si,No,No,No,Atención psicosocial,No
2021-04-28,Niña no acompañada,Hombre,1973-06-09,31,Filipinas,Estado1,Union Libre,Refugiados,Si,No,Bachillerato Técnico,Criollo Haitiano,2020-10-26,No,No,Si,Si,2022-10-12,Chetumal,Regresar a mi país de origen,No,No,No,Si,No,No,Si,Si,Si,Si,Orientación para acceder a servicios de salud,No
2022-02-02,Adolescente acompañado,Mujer,1997-09-30,57,Guatemala,Estado5,Casado/Casada,Refugiados,No,Si,Primaria,Inglés,2022-03-01,No,No,Si,No,2017-12-16,Matamoros,Estados Unidos,No,No,No,Si,No,Si,No,No,No,No,Orientación en búsqueda de empleo,No
2022-05-27,Niño no acompañado,Hombre,2003-01-13,46,Belice,Estado1,Casado/Casada,Refugiados,No,Si,Sin escolarizar,Inglés,2016-01-17,No,No,No,Si,2020-07-14,Reynosa,Estados Unidos,No,No,No,No,Si,Si,No,No,Si,No,Agua y alimento,No
2021-11-13,Adulto,Hombre,1978-03-06,24,Costa Rica,Estado5,Separado/Separada,Retornados,Si,Si,Licenciatura,Portuges,2019-04-21,No,Si,No,Si,2018-10-20,Chetumal,Estados Unidos,Si,No,No,Si,Si,No,Si,No,Si,No,Orientación en búsqueda de empleo,No
2021-06-26,Adolescente no acompañado,Mujer,1968-01-14,44,Bahamas,Estado4,Casado/Casada,Tránsito,No,Si,Licenciatura,Español,2015-04-07,No,No,No,No,2023-10-16,Chiapas,Estados Unidos,No,No,Si,Si,Si,No,Si,Si,No,Si,Acceso a higiene (Regadera),No
2023-01-06,Adolescente acompañado,Hombre,1969-02-07,37,Chile,Estado4,Union Libre,Retornados,No,Si,Preescolar,Criollo Haitiano,2017-01-11,Si,No,No,No,2018-11-24,Matamoros,México,No,No,No,Si,Si,Si,Si,No,No,Si,Kit de higiene,No
2022-08-09,Adulto,Hombre,1995-01-25,16,Egipto,Estado5,Casado/Casada,Refugiados,Si,No,Sin escolarizar,Español,2023-02-16,No,Si,No,Si,2018-12-16,Tenosoique,Estados Unidos,Si,No,Si,Si,No,Si,No,Si,Si,No,Asesoría legal,No
2021-08-16,Adulto,Mujer,2001-02-07,41,Estonia,Estado3,Separado/Separada,Retornados,Si,No,Primaria,Frances,2020-09-24,No,No,Si,No,2021-09-24,Reynosa,México,Si,No,Si,Si,Si,No,No,Si,No,Si,Orientación legal,No
2023-10-26,Adulto,Hombre,2000-03-26,20,Catar,Estado1,Soltero/Soltera,Refugiados,Si,Si,Preescolar,Inglés,2023-03-05,No,Si,No,Si,2016-03-08,Tabasco,Estados Unidos,Si,Si,Si,Si,Si,No,Si,No,Si,No,Asesoría legal,Si
2020-11-25,Niño no acompañado,Hombre,1968-01-11,19,Chipre,Estado1,Soltero/Soltera,Desplazados Internos,Si,Si,Preescolar,Portuges,2016-11-08,Si,No,No,Si,2015-10-13,Reynosa,Regresar a mi país de origen,No,No,No,Si,No,No,Si,Si,No,No,Orientación para acceder a servicios de salud,No
2021-12-28,Niña no acompañada,Hombre,1961-12-24,18,India,Estado4,Divorciada / Divorciado,Tránsito,No,No,Bachillerato Técnico,Frances,2018-10-31,Si,No,Si,No,2020-03-04,Palenque,Regresar a mi país de origen,No,Si,Si,No,No,No,Si,No,Si,Si,Acceso a higiene (Regadera),No
2021-10-13,Niño no acompañado,Mujer,1962-06-10,23,Burundi,Estado5,Casado/Casada,Desplazados Internos,Si,No,Licenciatura,Portuges,2019-04-13,No,Si,Si,No,2019-10-02,Reynosa,Regresar a mi país de origen,No,Si,No,No,Si,Si,No,No,No,No,Orientación en el acceso a la educación,Si
2021-07-08,Niña acompañada,Hombre,1983-07-12,22,Argentina,Estado1,Separado/Separada,MPP,Si,Si,Preescolar,Garífona,2018-12-15,No,No,Si,Si,2020-04-28,Tabasco,México,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Orientación para acceder a servicios de salud,No
2023-09-07,Adolescente acompañado,Mujer,1969-02-02,34,Finlandia,Estado1,Casado/Casada,Retornados,Si,No,Secundaria,Inglés,2019-07-13,Si,Si,Si,No,2021-02-21,Tabasco,Estados Unidos,Si,Si,No,No,Si,Si,No,No,Si,Si,Agua y alimento,Si
2023-02-18,Niña no acompañada,Mujer,1960-10-18,11,Camboya,Estado3,Viuda/Viudo,MPP,Si,No,Secundaria,Frances,2016-10-21,Si,No,Si,No,2018-06-02,Tenosoique,Estados Unidos,Si,No,Si,Si,Si,No,No,No,No,Si,Kit de higiene,No
2023-06-26,Niña no acompañada,Hombre,1985-03-03,44,Ecuador,Estado2,Union Libre,Retornados,Si,No,Licenciatura,Garífona,2017-01-02,Si,No,Si,Si,2022-03-05,Tabasco,México,No,No,Si,No,Si,No,Si,No,Si,No,Orientación en búsqueda de empleo,No
2023-03-11,Niña no acompañada,Hombre,1979-02-27,16,Israel,Estado4,Casado/Casada,Desplazados Internos,No,Si,Secundaria,Frances,2023-09-27,Si,Si,Si,Si,2016-07-28,Reynosa,México,No,Si,No,Si,Si,Si,No,No,Si,No,Asesoría legal,Si
2020-01-20,Adolescente no acompañado,Hombre,1967-12-18,30,Bahamas,Estado4,Casado/Casada,Refugiados,Si,No,Bachillerato Técnico,Portuges,2016-12-04,No,No,Si,Si,2021-07-31,Tenosoique,México,No,Si,No,Si,No,No,No,Si,Si,Si,Kit de higiene,Si
2021-11-14,Niña no acompañada,Mujer,1965-03-17,27,Guinea,Estado2,Soltero/Soltera,Refugiados,No,Si,Primaria,Garífona,2017-09-24,Si,No,Si,Si,2021-04-27,Tapachula,México,Si,Si,Si,No,No,No,Si,Si,Si,Si,Acceso a higiene (Regadera),No
2023-12-11,Niño no acompañado,Hombre,1992-05-14,12,Egipto,Estado1,Union Libre,Retornados,Si,Si,Preparatoria,Garífona,2015-12-19,No,Si,No,Si,2018-11-19,Reynosa,México,No,No,Si,Si,No,No,Si,No,Si,No,Orientación en el acceso a la educación,No
2023-06-03,Niña no acompañada,Hombre,2009-11-30,51,Laos,Estado3,Separado/Separada,Refugiados,Si,Si,Preescolar,Inglés,2019-09-22,No,No,Si,Si,2020-04-13,Veracruz,Regresar a mi país de origen,Si,Si,No,No,No,No,Si,No,No,Si,Orientación en la búsqueda de vivienda,No
2020-09-18,Niño acompañado,Hombre,1975-09-05,48,España,Estado3,Casado/Casada,Desplazados Internos,Si,Si,Preparatoria,Español,2018-10-06,Si,Si,No,No,2023-11-15,Matamoros,Estados Unidos,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Alimento,No
2023-04-21,Adolescente acompañado,Hombre,2000-07-24,50,Haití,Estado4,Soltero/Soltera,Refugiados,Si,Si,Primaria,Portuges,2018-12-08,Si,No,No,No,2021-01-12,Tabasco,México,Si,No,No,Si,Si,No,Si,No,Si,No,Canalización a servicios pricológicos,No
2022-03-11,Niña no acompañada,Hombre,1973-03-15,58,Kazajistán,Estado3,Divorciada / Divorciado,Desplazados Internos,Si,No,Primaria,Portuges,2018-10-30,Si,Si,No,Si,2018-04-05,Chiapas,Regresar a mi país de origen,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Orientación a servicios prisológicos,No
